subset_idx,subset_name,mask_bits,heads,n_heads,n_P,n_B,n_E,has_P,has_B,has_E,P_B,P_E,B_E,P_B_count,P_E_count,B_E_count,high_primary,full_primary,ablation,position_mode,logit_diff_mean,logit_diff_std,drop_from_clean_mean,drop_from_clean_std,n_prompts
99,P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,0111111111101,"9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9,11.10",11,2,8,1,1,1,1,1,1,1,0.6666666666666666,0.3333333333333333,0.5,1,0,mean,end,2.8631415367126465,1.398624300956726,0.8856487274169922,1.1300956010818481,256
100,P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,0111111111111,"9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9,10.7,11.10",12,2,8,2,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,1.0,1,0,mean,end,3.9619839191436768,1.7105190753936768,-0.2131936401128769,1.2673498392105103,256
101,P:9.9|E:10.7,1000000000010,"9.9,10.7",2,1,0,1,1,0,1,0,1,0,0.0,0.16666666666666666,0.0,0,0,mean,end,3.613044023513794,1.4035829305648804,0.13574618101119995,0.5881872177124023,256
102,P:9.9|E:10.7|E:11.10,1000000000011,"9.9,10.7,11.10",3,1,0,2,1,0,1,0,1,0,0.0,0.3333333333333333,0.0,0,0,mean,end,4.477797508239746,1.8795976638793945,-0.7290077209472656,1.0207798480987549,256
103,P:9.9|B:11.9,1000000000100,"9.9,11.9",2,1,1,0,1,1,0,1,0,0,0.041666666666666664,0.0,0.0,0,0,mean,end,3.4879708290100098,1.2545275688171387,0.26081952452659607,0.4614865481853485,256
104,P:9.9|B:11.9|E:10.7,1000000000110,"9.9,11.9,10.7",3,1,1,1,1,1,1,1,1,1,0.041666666666666664,0.16666666666666666,0.0625,0,0,mean,end,3.54744815826416,1.3753573894500732,0.20134234428405762,0.5999125838279724,256
105,P:9.9|B:11.9|E:10.7|E:11.10,1000000000111,"9.9,11.9,10.7,11.10",4,1,1,2,1,1,1,1,1,1,0.041666666666666664,0.3333333333333333,0.125,0,0,mean,end,4.419583320617676,1.8438061475753784,-0.670793354511261,0.9957249164581299,256
106,P:9.9|B:11.2,1000000001000,"9.9,11.2",2,1,1,0,1,1,0,1,0,0,0.041666666666666664,0.0,0.0,0,0,mean,end,3.8363454341888428,1.3503167629241943,-0.08755524456501007,0.5422696471214294,256
107,P:9.9|B:10.1|B:10.6|E:10.7,1000010100010,"9.9,10.1,10.6,10.7",4,1,2,1,1,1,1,1,1,1,0.08333333333333333,0.16666666666666666,0.125,0,0,mean,end,3.2449777126312256,1.4266679286956787,0.5038125514984131,0.8158569931983948,256
108,P:9.9|B:10.1|B:10.2|B:11.2|E:11.10,1000011001001,"9.9,10.1,10.2,11.2,11.10",5,1,3,1,1,1,1,1,1,1,0.125,0.16666666666666666,0.1875,0,0,mean,end,4.0723981857299805,1.6167449951171875,-0.32360804080963135,0.8369650840759277,256
109,P:9.9|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|E:11.10,1000011111001,"9.9,10.1,10.2,10.6,10.10,11.2,11.10",7,1,5,1,1,1,1,1,1,1,0.20833333333333331,0.16666666666666666,0.3125,0,0,mean,end,3.1505517959594727,1.4108811616897583,0.598238468170166,0.9108859300613403,256
110,P:9.9|B:9.7|B:10.10,1000100010000,"9.9,9.7,10.10",3,1,2,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,0,0,mean,end,3.192064046859741,1.1459128856658936,0.5567262172698975,0.49759185314178467,256
111,P:9.9|B:9.7|B:10.6|E:10.7|E:11.10,1000100100011,"9.9,9.7,10.6,10.7,11.10",5,1,2,2,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.25,0,0,mean,end,3.906191110610962,1.7838801145553589,-0.15740074217319489,1.134162425994873,256
112,P:9.9|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1000111111101,"9.9,9.7,10.1,10.2,10.6,10.10,11.2,11.9,11.10",9,1,7,1,1,1,1,1,1,1,0.29166666666666663,0.16666666666666666,0.4375,0,0,mean,end,2.8739094734191895,1.3337087631225586,0.8748807907104492,0.9732333421707153,256
113,P:9.9|B:9.0|B:9.7|B:11.2|B:11.9|E:10.7|E:11.10,1001100001111,"9.9,9.0,9.7,11.2,11.9,10.7,11.10",7,1,4,2,1,1,1,1,1,1,0.16666666666666666,0.3333333333333333,0.5,0,0,mean,end,4.416135311126709,1.7335865497589111,-0.6673449873924255,0.9276366233825684,256
114,P:9.9|B:9.0|B:9.7|B:10.10|B:11.9|E:10.7,1001100010110,"9.9,9.0,9.7,10.10,11.9,10.7",6,1,4,1,1,1,1,1,1,1,0.16666666666666666,0.16666666666666666,0.25,0,0,mean,end,3.127729892730713,1.1605546474456787,0.6210603713989258,0.5105522274971008,256
115,P:9.9|B:9.0|B:9.7|B:10.1|B:10.2|B:10.10|B:11.2|B:11.9,1001111011100,"9.9,9.0,9.7,10.1,10.2,10.10,11.2,11.9",8,1,7,0,1,1,0,1,0,0,0.29166666666666663,0.0,0.0,0,0,mean,end,3.071864128112793,1.1902238130569458,0.6769261360168457,0.7997461557388306,256
116,P:9.9|P:10.0,1010000000000,"9.9,10.0",2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,mean,end,3.106578826904297,1.2372335195541382,0.6422114372253418,0.6230120658874512,256
117,P:9.9|P:10.0|E:11.10,1010000000001,"9.9,10.0,11.10",3,2,0,1,1,0,1,0,1,0,0.0,0.3333333333333333,0.0,1,0,mean,end,3.7196731567382812,1.607163667678833,0.02911713346838951,0.8508871793746948,256
118,P:9.9|P:10.0|E:10.7|E:11.10,1010000000011,"9.9,10.0,10.7,11.10",4,2,0,2,1,0,1,0,1,0,0.0,0.6666666666666666,0.0,1,0,mean,end,3.8597171306610107,1.7404026985168457,-0.11092682182788849,0.9750328660011292,256
119,P:9.9|P:10.0|B:11.9|E:11.10,1010000000101,"9.9,10.0,11.9,11.10",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0,mean,end,3.6536478996276855,1.5736799240112305,0.09514226019382477,0.8418003916740417,256
120,P:9.9|P:10.0|B:10.10,1010000010000,"9.9,10.0,10.10",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0,mean,end,3.004978895187378,1.2510780096054077,0.7438114881515503,0.6737146377563477,256
121,P:9.9|P:10.0|B:10.6,1010000100000,"9.9,10.0,10.6",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0,mean,end,2.8719592094421387,1.1619261503219604,0.8768309354782104,0.6418673396110535,256
122,P:9.9|P:10.0|B:10.6|E:11.10,1010000100001,"9.9,10.0,10.6,11.10",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0,mean,end,3.3858492374420166,1.5069060325622559,0.3629409670829773,0.8345810174942017,256
123,P:9.9|P:10.0|B:10.1|B:11.2|E:10.7,1010010001010,"9.9,10.0,10.1,11.2,10.7",5,2,2,1,1,1,1,1,1,1,0.16666666666666666,0.3333333333333333,0.125,1,0,mean,end,3.0367064476013184,1.4086860418319702,0.7120838761329651,0.985752284526825,256
124,P:9.9|P:10.0|B:10.1|B:10.10|B:11.9,1010010010100,"9.9,10.0,10.1,10.10,11.9",5,2,3,0,1,1,0,1,0,0,0.25,0.0,0.0,1,0,mean,end,2.8442373275756836,1.2532161474227905,0.9045530557632446,0.7186856269836426,256
125,P:9.9|P:10.0|B:10.1|B:10.6|B:11.2|B:11.9,1010010101100,"9.9,10.0,10.1,10.6,11.2,11.9",6,2,4,0,1,1,0,1,0,0,0.3333333333333333,0.0,0.0,1,0,mean,end,2.6288323402404785,1.2877568006515503,1.1199581623077393,1.072993278503418,256
126,P:9.9|P:10.0|B:10.1|B:10.2|E:10.7,1010011000010,"9.9,10.0,10.1,10.2,10.7",5,2,2,1,1,1,1,1,1,1,0.16666666666666666,0.3333333333333333,0.125,1,0,mean,end,2.841442108154297,1.2514684200286865,0.9073482751846313,0.7538492679595947,256
127,P:9.9|P:10.0|B:9.7|E:11.10,1010100000001,"9.9,10.0,9.7,11.10",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0,mean,end,3.5053834915161133,1.5217996835708618,0.24340659379959106,0.8709965944290161,256
128,P:9.9|P:10.0|B:9.7|B:10.6,1010100100000,"9.9,10.0,9.7,10.6",4,2,2,0,1,1,0,1,0,0,0.16666666666666666,0.0,0.0,1,0,mean,end,2.6873767375946045,1.0655865669250488,1.0614135265350342,0.6653052568435669,256
129,P:9.9|P:10.0|B:9.7|B:10.2|B:10.6|E:10.7|E:11.10,1010101100011,"9.9,10.0,9.7,10.2,10.6,10.7,11.10",7,2,3,2,1,1,1,1,1,1,0.25,0.6666666666666666,0.375,1,0,mean,end,2.985894203186035,1.5617188215255737,0.7628960013389587,1.1360599994659424,256
130,P:9.9|P:10.0|B:9.7|B:10.2|B:10.6|B:11.2|E:10.7,1010101101010,"9.9,10.0,9.7,10.2,10.6,11.2,10.7",7,2,4,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.25,1,0,mean,end,2.5088398456573486,1.2096858024597168,1.2399506568908691,1.1041784286499023,256
131,P:9.9|P:10.0|B:9.7|B:10.1|B:11.9|E:10.7|E:11.10,1010110000111,"9.9,10.0,9.7,10.1,11.9,10.7,11.10",7,2,3,2,1,1,1,1,1,1,0.25,0.6666666666666666,0.375,1,0,mean,end,3.3487539291381836,1.5537647008895874,0.4000363349914551,0.8600356578826904,256
132,P:9.9|P:10.0|B:9.7|B:10.1|B:10.2|B:11.2|E:11.10,1010111001001,"9.9,10.0,9.7,10.1,10.2,11.2,11.10",7,2,4,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.25,1,0,mean,end,2.9597511291503906,1.5291446447372437,0.789038896560669,1.2031071186065674,256
133,P:9.9|P:10.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|E:11.10,1010111111001,"9.9,10.0,9.7,10.1,10.2,10.6,10.10,11.2,11.10",9,2,6,1,1,1,1,1,1,1,0.5,0.3333333333333333,0.375,1,0,mean,end,2.022768497467041,1.185361385345459,1.7260217666625977,1.115103840827942,256
134,P:9.9|P:10.0|B:9.0|B:10.6|B:11.9|E:11.10,1011000100101,"9.9,10.0,9.0,10.6,11.9,11.10",6,2,3,1,1,1,1,1,1,1,0.25,0.3333333333333333,0.1875,1,0,mean,end,3.3101391792297363,1.4928007125854492,0.43865132331848145,0.8646905422210693,256
135,P:9.9|P:10.0|B:9.0|B:10.6|B:11.9|E:10.7|E:11.10,1011000100111,"9.9,10.0,9.0,10.6,11.9,10.7,11.10",7,2,3,2,1,1,1,1,1,1,0.25,0.6666666666666666,0.375,1,0,mean,end,3.4307823181152344,1.678618311882019,0.3180081844329834,1.065648078918457,256
136,P:9.9|P:10.0|B:9.0|B:10.1,1011010000000,"9.9,10.0,9.0,10.1",4,2,2,0,1,1,0,1,0,0,0.16666666666666666,0.0,0.0,1,0,mean,end,3.0142323970794678,1.2634814977645874,0.7345577478408813,0.6404979825019836,256
137,P:9.9|P:10.0|B:9.0|B:10.1|B:10.2|B:11.2,1011011001000,"9.9,10.0,9.0,10.1,10.2,11.2",6,2,4,0,1,1,0,1,0,0,0.3333333333333333,0.0,0.0,1,0,mean,end,2.780482292175293,1.402414321899414,0.9683080911636353,1.184652328491211,256
138,P:9.9|P:10.0|B:9.0|B:10.1|B:10.2|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1011011011111,"9.9,10.0,9.0,10.1,10.2,10.10,11.2,11.9,10.7,11.10",10,2,6,2,1,1,1,1,1,1,0.5,0.6666666666666666,0.75,1,0,mean,end,2.6648435592651367,1.5008901357650757,1.083946704864502,1.2006096839904785,256
139,P:9.9|P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2,1011011111000,"9.9,10.0,9.0,10.1,10.2,10.6,10.10,11.2",8,2,6,0,1,1,0,1,0,0,0.5,0.0,0.0,1,0,mean,end,2.2703723907470703,1.23124098777771,1.4784178733825684,1.1376856565475464,256
140,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1011111011111,"9.9,10.0,9.0,9.7,10.1,10.2,10.10,11.2,11.9,10.7,11.10",11,2,7,2,1,1,1,1,1,1,0.5833333333333333,0.6666666666666666,0.875,1,0,mean,end,2.4525604248046875,1.4339139461517334,1.2962298393249512,1.2026805877685547,256
141,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2|B:11.9|E:11.10,1011111101101,"9.9,10.0,9.0,9.7,10.1,10.2,10.6,11.2,11.9,11.10",10,2,7,1,1,1,1,1,1,1,0.5833333333333333,0.3333333333333333,0.4375,1,0,mean,end,2.4664950370788574,1.3396005630493164,1.2822951078414917,1.1869317293167114,256
142,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9,1011111111100,"9.9,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9",10,2,8,0,1,1,0,1,0,0,0.6666666666666666,0.0,0.0,1,0,mean,end,2.0059282779693604,1.2276339530944824,1.7428619861602783,1.2644566297531128,256
143,P:9.9|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1011111111101,"9.9,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9,11.10",11,2,8,1,1,1,1,1,1,1,0.6666666666666666,0.3333333333333333,0.5,1,0,mean,end,1.893404245376587,1.219205379486084,1.8553861379623413,1.2282649278640747,256
144,P:9.9|P:9.6,1100000000000,"9.9,9.6",2,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,mean,end,3.77374005317688,1.4557875394821167,-0.024949822574853897,0.5033524632453918,256
145,P:9.9|P:9.6|E:11.10,1100000000001,"9.9,9.6,11.10",3,2,0,1,1,0,1,0,1,0,0.0,0.3333333333333333,0.0,1,0,mean,end,4.6553120613098145,1.9111124277114868,-0.9065217971801758,0.9342280626296997,256
146,P:9.9|P:9.6|B:11.2,1100000001000,"9.9,9.6,11.2",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0,mean,end,4.054740905761719,1.5794306993484497,-0.3059505820274353,0.7216535806655884,256
147,P:9.9|P:9.6|B:11.2|E:10.7|E:11.10,1100000001011,"9.9,9.6,11.2,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0,mean,end,4.549825668334961,1.9613267183303833,-0.8010351657867432,1.05079185962677,256
148,P:9.9|P:9.6|B:10.10|E:11.10,1100000010001,"9.9,9.6,10.10,11.10",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0,mean,end,4.099057197570801,1.754507303237915,-0.35026708245277405,0.8199478983879089,256
149,P:9.9|P:9.6|B:10.10|E:10.7,1100000010010,"9.9,9.6,10.10,10.7",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0,mean,end,3.2781829833984375,1.333594560623169,0.47060734033584595,0.4887850284576416,256
150,P:9.9|P:9.6|B:10.10|E:10.7|E:11.10,1100000010011,"9.9,9.6,10.10,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0,mean,end,3.7414114475250244,1.6940734386444092,0.007378906011581421,0.7655153274536133,256
151,P:9.9|P:9.6|B:10.6,1100000100000,"9.9,9.6,10.6",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0,mean,end,3.4726977348327637,1.4026235342025757,0.2760924994945526,0.6451034545898438,256
152,P:9.9|P:9.6|B:10.6|E:10.7|E:11.10,1100000100011,"9.9,9.6,10.6,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0,mean,end,3.902194023132324,1.864534854888916,-0.15340392291545868,1.080872893333435,256
153,P:9.9|P:9.6|B:10.2,1100001000000,"9.9,9.6,10.2",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0,mean,end,3.476325035095215,1.3295671939849854,0.2724652886390686,0.5989665985107422,256
154,P:9.9|P:9.6|B:10.2|E:10.7|E:11.10,1100001000011,"9.9,9.6,10.2,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0,mean,end,3.8749876022338867,1.7816284894943237,-0.12619714438915253,1.01231050491333,256
155,P:9.9|P:9.6|B:10.2|B:10.6|B:10.10|B:11.2|E:10.7,1100001111010,"9.9,9.6,10.2,10.6,10.10,11.2,10.7",7,2,4,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.25,1,0,mean,end,2.967695474624634,1.2816323041915894,0.7810946702957153,0.8265146613121033,256
156,P:9.9|P:9.6|B:10.1,1100010000000,"9.9,9.6,10.1",3,2,1,0,1,1,0,1,0,0,0.08333333333333333,0.0,0.0,1,0,mean,end,3.666100025177002,1.4593634605407715,0.08269025385379791,0.5159558057785034,256
157,P:9.9|P:9.6|B:10.1|E:10.7,1100010000010,"9.9,9.6,10.1,10.7",4,2,1,1,1,1,1,1,1,1,0.08333333333333333,0.3333333333333333,0.0625,1,0,mean,end,3.371102809906006,1.4079327583312988,0.37768739461898804,0.501729428768158,256
158,P:9.9|P:9.6|B:10.1|E:10.7|E:11.10,1100010000011,"9.9,9.6,10.1,10.7,11.10",5,2,1,2,1,1,1,1,1,1,0.08333333333333333,0.6666666666666666,0.125,1,0,mean,end,4.074627876281738,1.885968565940857,-0.3258376121520996,0.9436315298080444,256
159,P:9.9|P:9.6|B:10.1|B:10.10|B:11.2,1100010011000,"9.9,9.6,10.1,10.10,11.2",5,2,3,0,1,1,0,1,0,0,0.25,0.0,0.0,1,0,mean,end,3.7195370197296143,1.5523810386657715,0.029253222048282623,0.7976067662239075,256
160,P:9.9|P:9.6|B:10.1|B:10.6|B:10.10|B:11.2|E:11.10,1100010111001,"9.9,9.6,10.1,10.6,10.10,11.2,11.10",7,2,4,1,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0.25,1,0,mean,end,3.688230514526367,1.7089269161224365,0.06055968999862671,0.9205410480499268,256
161,P:9.9|P:9.6|B:10.1|B:10.2|B:10.10|B:11.2|E:10.7|E:11.10,1100011011011,"9.9,9.6,10.1,10.2,10.10,11.2,10.7,11.10",8,2,4,2,1,1,1,1,1,1,0.3333333333333333,0.6666666666666666,0.5,1,0,mean,end,3.333617687225342,1.5876284837722778,0.4151725769042969,0.8468310832977295,256
162,P:9.9|P:9.6|B:10.1|B:10.2|B:10.6|E:10.7|E:11.10,1100011100011,"9.9,9.6,10.1,10.2,10.6,10.7,11.10",7,2,3,2,1,1,1,1,1,1,0.25,0.6666666666666666,0.375,1,0,mean,end,3.249321460723877,1.778527021408081,0.49946874380111694,1.1748340129852295,256
163,P:9.9|P:9.6|B:9.7|B:10.2|B:11.2|E:11.10,1100101001001,"9.9,9.6,9.7,10.2,11.2,11.10",6,2,3,1,1,1,1,1,1,1,0.25,0.3333333333333333,0.1875,1,0,mean,end,4.31413459777832,1.7280961275100708,-0.5653443336486816,0.93512362241745,256
164,P:9.9|P:9.6|B:9.7|B:10.1|B:10.10|B:11.2|B:11.9,1100110011100,"9.9,9.6,9.7,10.1,10.10,11.2,11.9",7,2,5,0,1,1,0,1,0,0,0.41666666666666663,0.0,0.0,1,0,mean,end,3.4476490020751953,1.4755427837371826,0.30114129185676575,0.8621471524238586,256
165,P:9.9|P:9.6|B:9.7|B:10.1|B:10.6|B:11.2|E:10.7|E:11.10,1100110101011,"9.9,9.6,9.7,10.1,10.6,11.2,10.7,11.10",8,2,4,2,1,1,1,1,1,1,0.3333333333333333,0.6666666666666666,0.5,1,0,mean,end,3.6959352493286133,1.7787667512893677,0.0528549998998642,1.031193494796753,256
166,P:9.9|P:9.6|B:9.7|B:10.1|B:10.2|E:10.7|E:11.10,1100111000011,"9.9,9.6,9.7,10.1,10.2,10.7,11.10",7,2,3,2,1,1,1,1,1,1,0.25,0.6666666666666666,0.375,1,0,mean,end,3.407801866531372,1.6157429218292236,0.34098824858665466,0.8716210126876831,256
167,P:9.9|P:9.6|B:9.0|B:11.9|E:10.7,1101000000110,"9.9,9.6,9.0,11.9,10.7",5,2,2,1,1,1,1,1,1,1,0.16666666666666666,0.3333333333333333,0.125,1,0,mean,end,3.3948428630828857,1.3650784492492676,0.3539474308490753,0.48935943841934204,256
168,P:9.9|P:9.6|B:9.0|B:10.2|B:10.10|B:11.2|B:11.9,1101001011100,"9.9,9.6,9.0,10.2,10.10,11.2,11.9",7,2,5,0,1,1,0,1,0,0,0.41666666666666663,0.0,0.0,1,0,mean,end,3.471181869506836,1.3697621822357178,0.2776085138320923,0.8171976208686829,256
169,P:9.9|P:9.6|B:9.0|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1101001111111,"9.9,9.6,9.0,10.2,10.6,10.10,11.2,11.9,10.7,11.10",10,2,6,2,1,1,1,1,1,1,0.5,0.6666666666666666,0.75,1,0,mean,end,3.0399770736694336,1.5218509435653687,0.7088133096694946,1.037505865097046,256
170,P:9.9|P:9.6|B:9.0|B:10.1|B:10.6,1101010100000,"9.9,9.6,9.0,10.1,10.6",5,2,3,0,1,1,0,1,0,0,0.25,0.0,0.0,1,0,mean,end,3.365924835205078,1.4004513025283813,0.3828652501106262,0.618107795715332,256
171,P:9.9|P:9.6|B:9.0|B:10.1|B:10.2|B:10.10|B:11.2|E:10.7|E:11.10,1101011011011,"9.9,9.6,9.0,10.1,10.2,10.10,11.2,10.7,11.10",9,2,5,2,1,1,1,1,1,1,0.41666666666666663,0.6666666666666666,0.625,1,0,mean,end,3.3006441593170166,1.5753012895584106,0.4481462836265564,0.847277045249939,256
172,P:9.9|P:9.6|B:9.0|B:9.7|B:10.2|B:11.2,1101101001000,"9.9,9.6,9.0,9.7,10.2,11.2",6,2,4,0,1,1,0,1,0,0,0.3333333333333333,0.0,0.0,1,0,mean,end,3.5797860622406006,1.3652807474136353,0.1690041422843933,0.7474714517593384,256
173,P:9.9|P:9.6|B:9.0|B:9.7|B:10.2|B:10.6|B:11.9|E:10.7|E:11.10,1101101100111,"9.9,9.6,9.0,9.7,10.2,10.6,11.9,10.7,11.10",9,2,5,2,1,1,1,1,1,1,0.41666666666666663,0.6666666666666666,0.625,1,0,mean,end,3.1363682746887207,1.6356608867645264,0.6124220490455627,1.1420246362686157,256
174,P:9.9|P:9.6|B:9.0|B:9.7|B:10.1|B:11.9|E:10.7|E:11.10,1101110000111,"9.9,9.6,9.0,9.7,10.1,11.9,10.7,11.10",8,2,4,2,1,1,1,1,1,1,0.3333333333333333,0.6666666666666666,0.5,1,0,mean,end,3.747647762298584,1.7162230014801025,0.0011423192918300629,0.8358646035194397,256
175,P:9.9|P:9.6|B:9.0|B:9.7|B:10.1|B:10.10,1101110010000,"9.9,9.6,9.0,9.7,10.1,10.10",6,2,4,0,1,1,0,1,0,0,0.3333333333333333,0.0,0.0,1,0,mean,end,3.310716152191162,1.3634798526763916,0.43807393312454224,0.601902961730957,256
176,P:9.9|P:9.6|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.9|E:11.10,1101111100101,"9.9,9.6,9.0,9.7,10.1,10.2,10.6,11.9,11.10",9,2,6,1,1,1,1,1,1,1,0.5,0.3333333333333333,0.375,1,0,mean,end,3.2726433277130127,1.559168815612793,0.476146936416626,0.9908381700515747,256
177,P:9.9|P:9.6|P:10.0|E:11.10,1110000000001,"9.9,9.6,10.0,11.10",4,3,0,1,1,0,1,0,1,0,0.0,0.5,0.0,1,1,mean,end,3.9750969409942627,1.852927565574646,-0.22630655765533447,1.0302481651306152,256
178,P:9.9|P:9.6|P:10.0|E:10.7,1110000000010,"9.9,9.6,10.0,10.7",4,3,0,1,1,0,1,0,1,0,0.0,0.5,0.0,1,1,mean,end,2.963240146636963,1.3492575883865356,0.7855499982833862,0.6703174114227295,256
179,P:9.9|P:9.6|P:10.0|B:11.9|E:10.7,1110000000110,"9.9,9.6,10.0,11.9,10.7",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1,mean,end,2.886359691619873,1.313310980796814,0.8624305129051208,0.6847500801086426,256
180,P:9.9|P:9.6|P:10.0|B:11.9|E:10.7|E:11.10,1110000000111,"9.9,9.6,10.0,11.9,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1,mean,end,3.5194015502929688,1.739726185798645,0.22938881814479828,0.9527740478515625,256
181,P:9.9|P:9.6|P:10.0|B:11.2,1110000001000,"9.9,9.6,10.0,11.2",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1,mean,end,3.1709351539611816,1.7360855340957642,0.5778549909591675,1.3551914691925049,256
182,P:9.9|P:9.6|P:10.0|B:11.2|E:11.10,1110000001001,"9.9,9.6,10.0,11.2,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1,mean,end,3.868065357208252,2.0769734382629395,-0.11927512288093567,1.5139371156692505,256
183,P:9.9|P:9.6|P:10.0|B:10.10|B:11.2,1110000011000,"9.9,9.6,10.0,10.10,11.2",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1,mean,end,2.943844795227051,1.744873046875,0.8049454689025879,1.4305137395858765,256
184,P:9.9|P:9.6|P:10.0|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1110000011111,"9.9,9.6,10.0,10.10,11.2,11.9,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1,mean,end,2.831057071685791,1.7534806728363037,0.9177334308624268,1.3180757761001587,256
185,P:9.9|P:9.6|P:10.0|B:10.6,1110000100000,"9.9,9.6,10.0,10.6",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1,mean,end,3.0233025550842285,1.316318392753601,0.725487470626831,0.6636539101600647,256
186,P:9.9|P:9.6|P:10.0|B:10.6|E:10.7|E:11.10,1110000100011,"9.9,9.6,10.0,10.6,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1,mean,end,3.220939874649048,1.6656761169433594,0.5278505086898804,0.9326133728027344,256
187,P:9.9|P:9.6|P:10.0|B:10.6|B:11.2,1110000101000,"9.9,9.6,10.0,10.6,11.2",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1,mean,end,2.8509151935577393,1.5238239765167236,0.8978749513626099,1.2120875120162964,256
188,P:9.9|P:9.6|P:10.0|B:10.2|E:11.10,1110001000001,"9.9,9.6,10.0,10.2,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1,mean,end,3.5512895584106445,1.6440260410308838,0.19750070571899414,0.9201822280883789,256
189,P:9.9|P:9.6|P:10.0|B:10.2|E:10.7|E:11.10,1110001000011,"9.9,9.6,10.0,10.2,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1,mean,end,3.182033061981201,1.6348390579223633,0.5667572021484375,0.9701699018478394,256
